@timestamp,@message
2019-12-06 21:10:09.075,"JOB_ID 9671575666604-3765566, RequestId: 90c84bf4-5a2c-5572-b1e9-1d909fc28703, BatchSize: 1
"
2019-12-06 21:10:09.152,"REPORT RequestId: 90c84bf4-5a2c-5572-b1e9-1d909fc28703	Duration: 1368.72 ms	Billed Duration: 1400 ms	Memory Size: 128 MB	Max Memory Used: 73 MB	Init Duration: 183.80 ms	
"
2019-12-06 21:10:09.653,"JOB_ID 5511575666606-7188325, RequestId: 160e5d81-4517-53d9-b6cb-0be580f20bcd, BatchSize: 1
"
2019-12-06 21:10:09.654,"REPORT RequestId: 160e5d81-4517-53d9-b6cb-0be580f20bcd	Duration: 243.49 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 73 MB	
"
2019-12-06 21:10:10.085,"JOB_ID 9781575666605-9603138, RequestId: cb42b619-c123-50a3-abe3-e07d04fe6536, BatchSize: 1
"
2019-12-06 21:10:10.143,"REPORT RequestId: cb42b619-c123-50a3-abe3-e07d04fe6536	Duration: 1356.63 ms	Billed Duration: 1400 ms	Memory Size: 128 MB	Max Memory Used: 73 MB	Init Duration: 190.36 ms	
"
2019-12-06 21:10:12.083,"REPORT RequestId: 29025b02-4bfa-5413-adac-0d668e0bb186	Duration: 519.29 ms	Billed Duration: 600 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
"
2019-12-06 21:10:13.525,"JOB_ID 7191575666612-4859955, RequestId: 5f32aa5e-f49f-51f2-be94-fc3a31705e06, BatchSize: 1
"
2019-12-06 21:10:13.563,"REPORT RequestId: 5f32aa5e-f49f-51f2-be94-fc3a31705e06	Duration: 238.55 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
"
2019-12-06 21:10:14.943,"REPORT RequestId: c315a8e3-a82f-5ef1-ba77-fe876ddda6e5	Duration: 478.27 ms	Billed Duration: 500 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
"
2019-12-06 21:10:15.003,"JOB_ID 3171575666613-8762965, RequestId: 3d7ff19d-a717-5ea1-a487-a7f962e27155, BatchSize: 1
"
2019-12-06 21:10:15.052,"REPORT RequestId: 3d7ff19d-a717-5ea1-a487-a7f962e27155	Duration: 267.64 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 74 MB	
"
2019-12-06 21:10:16.103,"JOB_ID 8491575666615-1151216, RequestId: 284ae130-c70b-564d-b55d-b75402e7f6a3, BatchSize: 1
"
2019-12-06 21:10:16.152,"REPORT RequestId: 284ae130-c70b-564d-b55d-b75402e7f6a3	Duration: 267.32 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 74 MB	
"
2019-12-06 21:10:18.053,"JOB_ID 6771575666615-3677926, RequestId: 156f7002-c480-5a20-ba3a-266601721851, BatchSize: 1
"
2019-12-06 21:10:18.055,"REPORT RequestId: 156f7002-c480-5a20-ba3a-266601721851	Duration: 227.57 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 74 MB	
"
2019-12-06 21:10:20.162,"JOB_ID 4741575666618-7081666, RequestId: 43df08ef-cfe2-59d8-9290-5e8b0a194437, BatchSize: 1
"
2019-12-06 21:10:20.164,"REPORT RequestId: 43df08ef-cfe2-59d8-9290-5e8b0a194437	Duration: 244.20 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 74 MB	
"
2019-12-06 21:10:20.632,"JOB_ID 841575666619-571106, RequestId: 1d91b79a-f726-59e5-a79d-e1fe32dda40a, BatchSize: 1
"
2019-12-06 21:10:20.632,"REPORT RequestId: 1d91b79a-f726-59e5-a79d-e1fe32dda40a	Duration: 240.20 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 74 MB	
"
2019-12-06 21:10:21.113,"JOB_ID 91575666620-124017, RequestId: 0d445c9f-29ec-59ac-b1bd-0afbec164bdd, BatchSize: 1
"
2019-12-06 21:10:21.115,"REPORT RequestId: 0d445c9f-29ec-59ac-b1bd-0afbec164bdd	Duration: 230.87 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 74 MB	
"
2019-12-06 21:10:22.652,"REPORT RequestId: 5a3404b2-a575-5a80-bdcb-52d6608d6a6e	Duration: 545.70 ms	Billed Duration: 600 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
"
2019-12-06 21:10:24.212,"REPORT RequestId: 5daf3ab0-1cc9-5d88-a912-6cd4d937ed66	Duration: 453.03 ms	Billed Duration: 500 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:24.493,"JOB_ID 3691575666623-3980148, RequestId: cc6bd2a1-114f-562c-b839-84c5d4bca3b9, BatchSize: 1
"
2019-12-06 21:10:24.495,"REPORT RequestId: cc6bd2a1-114f-562c-b839-84c5d4bca3b9	Duration: 265.17 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:25.912,"REPORT RequestId: a43256dc-5219-5fe4-8e93-00b897ef97f0	Duration: 460.23 ms	Billed Duration: 500 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:25.933,"JOB_ID 17761575666624-8063688, RequestId: f97388fc-f5e2-5bb5-835a-de98301fd9c4, BatchSize: 1
"
2019-12-06 21:10:25.963,"REPORT RequestId: f97388fc-f5e2-5bb5-835a-de98301fd9c4	Duration: 256.06 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
"
2019-12-06 21:10:27.125,"JOB_ID 3911575666626-1075377, RequestId: ddc3b18a-fdf8-5710-9584-e7ee3bf96f04, BatchSize: 1
"
2019-12-06 21:10:27.126,"REPORT RequestId: ddc3b18a-fdf8-5710-9584-e7ee3bf96f04	Duration: 230.74 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 75 MB	
"
2019-12-06 21:10:27.293,"JOB_ID 18231575666626-2121632, RequestId: ec30cf69-3caa-559d-9245-990df951b5ae, BatchSize: 1
"
2019-12-06 21:10:27.294,"REPORT RequestId: ec30cf69-3caa-559d-9245-990df951b5ae	Duration: 232.79 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:28.033,"JOB_ID 7571575666627-0377867, RequestId: aac11fbd-12d4-5ac6-9cb1-49d9d4d4cf53, BatchSize: 1
"
2019-12-06 21:10:28.034,"REPORT RequestId: aac11fbd-12d4-5ac6-9cb1-49d9d4d4cf53	Duration: 244.69 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:28.513,"JOB_ID 18051575666627-3927062, RequestId: 29565e48-d312-5611-b0d8-082c15104e05, BatchSize: 1
"
2019-12-06 21:10:28.514,"REPORT RequestId: 29565e48-d312-5611-b0d8-082c15104e05	Duration: 240.58 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:31.205,"JOB_ID 10781575666630-071882, RequestId: 9167789d-ecb3-5239-ad86-2ef92ab0320a, BatchSize: 1
"
2019-12-06 21:10:31.206,"REPORT RequestId: 9167789d-ecb3-5239-ad86-2ef92ab0320a	Duration: 238.79 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:31.472,"REPORT RequestId: fbbc55f7-9d37-5fcd-8184-039358c00039	Duration: 671.41 ms	Billed Duration: 700 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:35.552,"REPORT RequestId: bb3011fb-d7f4-501d-98d3-479f11f29fe9	Duration: 435.39 ms	Billed Duration: 500 ms	Memory Size: 128 MB	Max Memory Used: 76 MB	
"
2019-12-06 21:10:36.313,"JOB_ID 14351575666635-2098346, RequestId: bfdfdcb1-02cb-588b-937c-8ad5c4c0d77f, BatchSize: 1
"
