"","TS","Job_ID","Duration"
"1","1574178789"," 2491574182386-8400483,","1434.79"
"2","1574178789"," 881574182387-4425726,","1401.57"
"3","1574178789"," 2581574182386-8266943,","2029.75"
"4","1574178790"," 3721574182388-23947,","1551.59"
"5","1574178790"," 3541574182386-7702537,","2466.93"
"6","1574178791"," 821574182387-5725603,","3153.89"
"7","1574178792"," 3181574182386-7558,","3763.45"
"8","1574178790"," 341574182388-7944806,","1295.63"
"9","1574178790"," 4481574182386-7594647,","2467.88"
"10","1574178791"," 461574182386-8115878,","2638.85"
"11","1574178791"," 3281574182390-3958342,","752.52"
"12","1574178792"," 2431574182388-2982178,","1771.28"
"13","1574178793"," 3241574182388-1102676,","2492.84"
"14","1574178792"," 1911574182391-499684,","787.75"
"15","1574178792"," 3331574182389-0495775,","1823.14"
"16","1574178793"," 2961574182388-5188785,","2496.4"
"17","1574178792"," 871574182389-6353385,","1779.71"
"18","1574178793"," 221574182389-2034366,","2496.4"
"19","1574178793"," 4261574182389-7824607,","2504.17"
"20","1574178794"," 4491574182393-4467177,","728.9"
"21","1574178794"," 961574182393-4569497,","1275.63"
"22","1574178794"," 3231574182393-475665,","777.56"
"23","1574178795"," 3201574182393-700753,","1606.77"
"24","1574178794"," 1751574182393-8792932,","745.91"
"25","1574178794"," 4751574182393-4658806,","1270.5"
"26","1574178794"," 2281574182394-0112317,","745.21"
"27","1574178795"," 3741574182394-3809643,","743.17"
"28","1574178795"," 1271574182394-4150963,","1288.15"
"29","1574178799"," 1501574182393-600672,","3825.92"
"30","1574178795"," 4381574182394-5320675,","768.25"
"31","1574178795"," 3421574182394-4220028,","1312.2"
"32","1574178796"," 1391574182395-6075642,","719.69"
"33","1574178797"," 1771574182396-393157,","742.51"
"34","1574178797"," 3871574182396-236512,","987.32"
"35","1574178797"," 3321574182396-5587354,","762.45"
"36","1574178797"," 4951574182396-6632864,","802.46"
"37","1574178797"," 4681574182396-8514204,","759.62"
"38","1574178798"," 261574182397-9488404,","729.36"
"39","1574178798"," 3771574182397-9386806,","751.34"
"40","1574178798"," 2481574182397-995326,","761.73"
"41","1574178799"," 2101574182398-2353053,","774.27"
"42","1574178799"," 1051574182398-443836,","852.56"
"43","1574178799"," 4001574182398-5478244,","757.39"
"44","1574178799"," 2161574182398-6258285,","743.03"
"45","1574178799"," 2501574182399-048608,","784.27"
"46","1574178800"," 3751574182399-035031,","840.84"
"47","1574178800"," 3831574182399-8837817,","737.83"
"48","1574178800"," 2181574182399-9610295,","750.85"
"49","1574178800"," 2611574182400-0824664,","737.08"
"50","1574178801"," 3081574182400-3408191,","753.73"
"51","1574178801"," 1691574182400-4014769,","774.88"
"52","1574178802"," 3371574182401-2956588,","1045.46"
"53","1574178802"," 3051574182401-780268,","766.05"
"54","1574178802"," 3521574182401-4912934,","1277.97"
"55","1574178802"," 621574182401-8935091,","757.35"
"56","1574178802"," 1191574182401-949386,","776.05"
"57","1574178803"," 3611574182402-5190163,","739.26"
"58","1574178804"," 3031574182403-1624968,","794.99"
"59","1574178804"," 3941574182404-0417194,","746.58"
"60","1574178804"," 2211574182403-82812,","1011.45"
"61","1574178805"," 4881574182403-979809,","979.39"
"62","1574178809"," 3611574182404-639893,","1939.22"
"63","1574178807"," 2061574182405-9234333,","1323.3"
"64","1574178806"," 1361574182405-9801903,","826.5"
"65","1574178807"," 3491574182405-990953,","1621.17"
"66","1574178808"," 611574182405-9601176,","1843.81"
"67","1574178806"," 3821574182405-9513457,","765.82"
"68","1574178807"," 1571574182405-964467,","1297.09"
"69","1574178807"," 4781574182406-559872,","774.97"
"70","1574178807"," 251574182406-703997,","766.05"
"71","1574178807"," 2561574182406-820002,","793.81"
"72","1574178808"," 1251574182405-9349115,","2531.88"
"73","1574178808"," 2251574182407-4366632,","766.34"
"74","1574178808"," 2771574182407-489892,","828.46"
"75","1574178808"," 3651574182407-7921917,","1279.77"
"76","1574178808"," 2871574182408-1003265,","721.16"
"77","1574178808"," 4471574182408-1398244,","740.26"
"78","1574178809"," 121574182406-9512281,","1984.1"
"79","1574178809"," 201574182408-4286566,","708.36"
"80","1574178809"," 1231574182408-4904482,","773.74"
"81","1574178809"," 751574182408-876476,","772.66"
"82","1574178812"," 4251574182408-8180103,","1922.92"
"83","1574178809"," 481574182408-5421808,","1489.64"
"84","1574178810"," 4361574182409-227904,","758.23"
"85","1574178810"," 4741574182409-0285437,","788.01"
"86","1574178810"," 4631574182409-2415795,","769.63"
"87","1574178810"," 2381574182409-9876876,","726.05"
"88","1574178811"," 3291574182410-2359304,","727.34"
"89","1574178811"," 4231574182408-6560965,","1971.65"
"90","1574178811"," 2301574182410-4880056,","780.99"
