"","TS","Job_ID","Duration"
"1","1574757061"," 4581574760655-6379354,","741.14"
"2","1574757065"," 3861574760656-9244134,","709.39"
"3","1574757065"," 7841574760656-8964071,","778.83"
"4","1574757065"," 14901574760654-8499336,","737.41"
"5","1574757065"," 14521574760656-3628125,","874.93"
"6","1574757065"," 9911574760654-9007516,","786.21"
"7","1574757065"," 4621574760656-9271934,","866.77"
"8","1574757065"," 3661574760656-929443,","748.87"
"9","1574757066"," 651574760664-5981445,","759.19"
"10","1574757066"," 16471574760663-098537,","741.52"
"11","1574757066"," 19591574760660-8198524,","1047.68"
"12","1574757066"," 2591574760664-6027231,","770.62"
"13","1574757066"," 7111574760660-8332632,","778.67"
"14","1574757066"," 7271574760660-8370302,","707.65"
"15","1574757067"," 19981574760655-9026682,","934.19"
"16","1574757066"," 1521574760664-6104147,","764.56"
"17","1574757067"," 19731574760660-830901,","779.38"
"18","1574757067"," 11571574760665-326213,","1032.93"
"19","1574757067"," 12661574760665-3053527,","785.94"
"20","1574757067"," 4451574760665-2973955,","759.78"
"21","1574757067"," 19811574760665-323805,","770.72"
"22","1574757067"," 2641574760664-5866213,","1011.54"
"23","1574757067"," 13181574760665-3436441,","745.54"
"24","1574757067"," 5531574760664-2586296,","1054.65"
"25","1574757067"," 5751574760665-3964653,","794.25"
"26","1574757067"," 7721574760665-39048,","792.32"
"27","1574757067"," 17851574760665-3512304,","940.95"
"28","1574757067"," 16601574760665-3382215,","780.875"
"29","1574757067"," 7871574760665-526065,","723.57"
"30","1574757067"," 5491574760665-386894,","1015.98"
"31","1574757067"," 281574760665-327214,","1059.37"
"32","1574757067"," 14551574760665-3318288,","752.135"
"33","1574757067"," 15621574760665-59977,","770.72"
"34","1574757068"," 12371574760665-713359,","767.26"
"35","1574757067"," 15841574760665-7275815,","742.99"
"36","1574757067"," 2221574760665-7414312,","727.01"
"37","1574757067"," 4301574760665-7448907,","741.16"
"38","1574757067"," 16231574760665-8025198,","736.35"
"39","1574757068"," 2411574760665-597705,","1012.27"
"40","1574757068"," 14881574760665-8201106,","625.32"
"41","1574757068"," 10821574760665-82896,","940.78"
"42","1574757068"," 15121574760665-794911,","691.98"
"43","1574757069"," 17521574760665-8390088,","810.545"
"44","1574757068"," 3421574760665-707737,","968.03"
"45","1574757078"," 15561574760665-6419597,","11151.98"
"46","1574757068"," 2811574760665-8921688,","816.55"
"47","1574757068"," 12411574760665-9052737,","825.44"
"48","1574757068"," 14231574760665-7599702,","693.83"
"49","1574757068"," 17591574760665-8211849,","651.12"
"50","1574757068"," 681574760665-909461,","809.37"
"51","1574757068"," 13101574760666-0256717,","648.15"
"52","1574757068"," 4031574760665-9912648,","665.605"
"53","1574757068"," 12891574760666-0160928,","776.94"
"54","1574757069"," 5831574760665-9853094,","623.19"
"55","1574757069"," 17751574760666-171899,","600.713333333333"
"56","1574757068"," 8051574760666-0886745,","754.69"
"57","1574757068"," 15751574760657-7192073,","1229.51"
