"","TS","Duration"
"604",1574757680,963.60875
"605",1574757681,914.33
"606",1574757682,1388.4619047619
"607",1574757683,1010.79
"608",1574757684,1120.7525
"609",1574757685,7525.93333333333
"610",1574757686,5832.855
"611",1574757687,1456.12625
"612",1574757688,990.820701754386
"613",1574757689,883.969565217391
"614",1574757690,836.871428571429
"615",1574757691,797.188125
"616",1574757692,782.851818181818
"617",1574757693,778.521666666667
"618",1574757694,816.928571428571
"619",1574757695,1532.207
"620",1574757696,1637.55833333333
"621",1574757698,863.054444444444
"622",1574757699,1176.6062962963
"623",1574757700,1504.11266666667
"624",1574757701,783.321875
"625",1574757702,1403.93277777778
"626",1574757703,929.747777777778
"627",1574757704,1221.71133333333
"628",1574757705,779.284285714286
"629",1574757706,1830.30642857143
"630",1574757707,1616.95956521739
"631",1574757708,1314.56526315789
"632",1574757709,893.964166666667
"633",1574757710,906.59380952381
"634",1574757711,2227.155
"635",1574757712,1769.22636363636
"636",1574757713,755.745
"637",1574757714,989.477142857143
"638",1574757715,869.129090909091
"639",1574757716,1685.22818181818
"640",1574757717,829.42
"641",1574757718,905.046923076923
"642",1574757719,1900.14
"643",1574757720,1305.678
"644",1574757721,832.236315789474
"645",1574757722,1183.006875
"646",1574757723,874.303684210526
"647",1574757724,808.907692307692
"648",1574757725,1291.31
"649",1574757728,10504.675
"650",1574757733,10980.7
